s,p,o
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.026245303536659 52.08580115172004, 5.026244313626153 52.08579983536523, 5.026243605014258 52.08579862134941)"
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{60C513E4-D7AE-4FA2-A665-630DB1902D94}
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,'t Weer
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,0.3049475612
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,165
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{60C513E4-D7AE-4FA2-A665-630DB1902D94}
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (130259.819713425 455343.241651974, 130259.751137073 455343.09553404, 130259.701897503 455342.960706315)"
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,De Meern
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,VLEUTEN - DE MEERN
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/A73EFFBF-2ADE-491D-8A14-4DA1EC2E5E0E
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/A784DAF5-6994-4383-B22B-2520848F4371
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.111573786958939,52.09240111592482],[5.111617292080201,52.09235199869557],[5.111639853602831,52.09234902699539],[5.111748079744118,52.09238744189131],[5.111812527696569,52.09240816493238],[5.111874729226924,52.09242412927217]]}"
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.111573786958939 52.09240111592482, 5.111617292080201 52.09235199869557, 5.111639853602831 52.09234902699539, 5.111748079744118 52.09238744189131, 5.111812527696569 52.09240816493238, 5.111874729226924 52.09242412927217)"
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{6B471329-3BE2-441E-AF1C-F12359AA7022}
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,"Hoog Catharijne, Leidseveer, NS"
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,25.9666149311
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,152
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{6B471329-3BE2-441E-AF1C-F12359AA7022}
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136111.026960272 456051.912941265, 136113.987634078 456046.436911466, 136115.532524199 456046.100417655, 136122.965488173 456050.346272302, 136127.390854919 456052.635141077, 136131.660263131 456054.395150739)"
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Binnenstad city- en winkelgebied
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,BINNENSTAD
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/31431CD6-F58A-4D6B-BF22-D3BECC82014D
http://wistor.nl/utrecht/areaaldata/id/6B471329-3BE2-441E-AF1C-F12359AA7022,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/C31E7C53-24E7-4912-89AF-DAFDB6C86EA7
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.126806982991584,52.11667372499301],[5.126914999545042,52.11660509713171],[5.126918223022733,52.11660312687872]]}"
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.126806982991584 52.11667372499301, 5.126914999545042 52.11660509713171, 5.126918223022733 52.11660312687872)"
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B}
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Neckardreef-zuid
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,10.9430546076
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,132
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B}
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (137164.642 458748.605, 137172.013 458740.943, 137172.233 458740.723)"
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,"Zamenhofdreef, Neckardreef"
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,OVERVECHT
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/ECD20CFC-D799-41D8-BB19-02E80704D86D
http://wistor.nl/utrecht/areaaldata/id/6BEBB7CD-7F1C-4535-86B6-4D6C2F33B51B,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/EE7013AC-4B5C-4607-87AE-F6D478DCD7B1
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.08357399317861,52.10620168227831],[5.083576653510965,52.106199825827595],[5.083706637180986,52.10627081991311],[5.084183977949003,52.10658190665247],[5.084181542662586,52.10658332625654],[5.083703724687603,52.106272675718714],[5.08357399317861,52.10620168227831]]}"
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.08357399317861 52.10620168227831, 5.083703724687603 52.106272675718714, 5.084181542662586 52.10658332625654, 5.084183977949003 52.10658190665247, 5.083706637180986 52.10627081991311, 5.083576653510965 52.106199825827595, 5.08357399317861 52.10620168227831)"
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{6D349799-2040-42F5-84D3-94D771D5D3B5}
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Bedrijvengebied Werkspoorkwartier
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Schaepmanplein e.o.
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,119.5204259055
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,97
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{6D349799-2040-42F5-84D3-94D771D5D3B5}
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (134198.619582331 457594.997357593, 134207.540350042 457602.85884728, 134240.419280539 457637.284743027, 134240.585458723 457637.126103432, 134207.739018364 457602.651538711, 134198.800975038 457594.790049127, 134198.619582331 457594.997357593)"
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,"Nieuw Engeland, Schepenbuurt"
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Zuilen west
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,NOORDWEST
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,WEST
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/3EE2017C-936B-4205-A9A5-7C1932FF0F0E
http://wistor.nl/utrecht/areaaldata/id/6D349799-2040-42F5-84D3-94D771D5D3B5,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/4B570025-5A6B-4E8A-B3AA-9AACEE551217
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.110226603111284,52.091600620993624],[5.110337853827249,52.091639587866396]]}"
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.110226603111284 52.091600620993624, 5.110337853827249 52.091639587866396)"
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{6D581BB1-72FD-4822-9CFB-FA8F30743988}
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,"Hoog Catharijne, Leidseveer, NS"
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,8.7706626107
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,146
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{6D581BB1-72FD-4822-9CFB-FA8F30743988}
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136018.364706799 455963.202196466, 136026.005389633 455967.508527672)"
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Binnenstad city- en winkelgebied
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,BINNENSTAD
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/14F686EC-CA0D-4EE4-A7EA-C69270455436
http://wistor.nl/utrecht/areaaldata/id/6D581BB1-72FD-4822-9CFB-FA8F30743988,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/56DDC4BA-C9E7-41DA-84A7-F25B2C2412A7
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.112186805273675,52.09176706294239],[5.1123897608876465,52.09183768262192]]}"
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.112186805273675 52.09176706294239, 5.1123897608876465 52.09183768262192)"
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5}
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,"Hoog Catharijne, Leidseveer, NS"
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,15.974673985
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,159
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5}
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136152.770032937 455981.209817714, 136166.708523415 455989.014219814)"
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Binnenstad city- en winkelgebied
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,BINNENSTAD
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/229AEB77-5B84-4AE9-85EB-5A103569F3AD
http://wistor.nl/utrecht/areaaldata/id/6FDCF39B-E1E4-4FDC-AA26-95C12584C7C5,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/8CFE7C1B-FD7C-4CDF-B191-890FA7A4AA08
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.114243380100384,52.092197745934286],[5.114501500590167,52.09202942712979]]}"
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.114243380100384 52.092197745934286, 5.114501500590167 52.09202942712979)"
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{73AC952D-B785-4F64-B731-0CC7AE135739}
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,"Hoog Catharijne, Leidseveer, NS"
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,25.7606752988
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,106
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{73AC952D-B785-4F64-B731-0CC7AE135739}
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136293.889353057 456028.595344862, 136311.508138401 456009.801973828)"
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Binnenstad city- en winkelgebied
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,BINNENSTAD
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/51C786DD-AB37-48B9-9395-3DDF8FA4EE48
http://wistor.nl/utrecht/areaaldata/id/73AC952D-B785-4F64-B731-0CC7AE135739,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/D2DF3EE2-9565-43CC-9689-F1536488ED3C
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.123786012323734,52.11474855005266],[5.123972731398492,52.11461782852452]]}"
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.123786012323734 52.11474855005266, 5.123972731398492 52.11461782852452)"
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{7E07ADE1-07BD-4774-8A83-BF879698F13A}
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Donaudreef e.o.
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Neckardreef-zuid
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,19.3675755091
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,135
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{7E07ADE1-07BD-4774-8A83-BF879698F13A}
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136956.95 458535.158, 136969.686763334 458520.567666183)"
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,"Taagdreef,Wolgadreef"
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,"Zamenhofdreef, Neckardreef"
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,OVERVECHT
http://wistor.nl/utrecht/areaaldata/id/7E07ADE1-07BD-4774-8A83-BF879698F13A,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/54E5E15A-E161-4F84-B96E-7D99ECB42205
